2.0 	 8.486462718324175e-34 
2.2 	 1.9230290025360407e-34 
2.4 	 7.476827365432377e-35 
2.6 	 2.898438785596642e-35 
3.0 	 7.568498395601178e-36 
3.2 	 4.577707173141495e-36 
3.4 	 2.9895532204658288e-36 
3.6 	 2.0772500470530723e-36 
4.0 	 1.145438086316284e-36 
4.2 	 8.959042783182941e-37 
4.4 	 7.2025990705726755e-37 
4.6 	 5.930543050251507e-37 
5.0 	 4.26752026753286e-37 
5.2 	 3.7117053279032053e-37 
5.4 	 3.273919477204312e-37 
5.6 	 2.923826216634309e-37 
6.0 	 2.4072660556212266e-37 
6.2 	 2.2142342576224547e-37 
6.4 	 2.0525433568059893e-37 
6.6 	 1.9160969091783484e-37 
7.0 	 1.700524403855408e-37 
7.2 	 1.6147784726414243e-37 
7.4 	 1.5404575262492786e-37 
7.6 	 1.4757239063630666e-37 
8.0 	 1.36931975457125e-37 
8.2 	 1.3254489861025486e-37 
8.4 	 1.2866599492003166e-37 
8.6 	 1.252277666215526e-37 
9.0 	 1.1945613914283514e-37 
9.2 	 1.170348340545147e-37 
9.4 	 1.1487542468223365e-37 
9.6 	 1.1295057692182856e-37 
10.0 	 1.096817950579513e-37 
12.0 	 8.433062234677825e-38 
14.0 	 6.32957706046024e-38 
16.0 	 5.081157036035775e-38 
20.0 	 4.2604707704671873e-38 
22.0 	 4.3198207334835207e-38 
24.0 	 4.4728838390433536e-38 
26.0 	 4.6028454203393303e-38 
30.0 	 4.049253386644204e-38 
32.0 	 3.813659902255362e-38 
34.0 	 3.6374454212866325e-38 
36.0 	 3.506160367462785e-38 
40.0 	 3.3393345826921745e-38 
42.0 	 3.2904890890123505e-38 
44.0 	 3.258540815151644e-38 
46.0 	 3.2402786710673497e-38 
50.0 	 3.2354073647253144e-38 
52.0 	 3.2453392200591243e-38 
54.0 	 3.2617935004727213e-38 
56.0 	 3.2837840575681874e-38 
60.0 	 3.341346844862239e-38 
62.0 	 3.375719424180931e-38 
64.0 	 3.4131892865290426e-38 
66.0 	 3.4018503614126927e-38 
70.0 	 3.389722155377016e-38 
72.0 	 3.3887216373705537e-38 
74.0 	 3.3906674004024143e-38 
76.0 	 3.3952859838900697e-38 
80.0 	 3.4115904616784747e-38 
82.0 	 3.4228668086352023e-38 
84.0 	 3.435990146574275e-38 
86.0 	 3.4508045768558885e-38 
90.0 	 3.484972987195779e-38 
92.0 	 3.5040904108105366e-38 
94.0 	 3.524426070963785e-38 
96.0 	 3.5458890403009124e-38 
100.0 	 3.5916310396750724e-38 
120.0 	 3.867412254794457e-38 
140.0 	 4.192000452397405e-38 
160.0 	 4.544682511350347e-38 
200.0 	 5.296883096238381e-38 
220.00000000000003 	 5.686986844956116e-38 
240.0 	 6.083002241828243e-38 
260.0 	 6.48343636003573e-38 
300.0 	 7.293734146715947e-38 
320.0 	 7.702325935478912e-38 
340.0 	 8.112635551133536e-38 
360.0 	 8.524354337346886e-38 
400.0 	 9.351121839682031e-38 
420.0 	 9.765835112364044e-38 
440.00000000000006 	 1.0181265052910768e-37 
459.99999999999994 	 1.0597311110800866e-37 
500.0 	 1.1430945401891223e-37 
520.0 	 1.1848409098489084e-37 
540.0 	 1.2266233928486987e-37 
560.0 	 1.268438341770302e-37 
600.0 	 1.3521517853381878e-37 
620.0 	 1.394044669519997e-37 
640.0 	 1.4359584662801095e-37 
660.0 	 1.477891191768408e-37 
700.0 	 1.5618068221963798e-37 
720.0 	 1.6037871197011075e-37 
740.0 	 1.6457800974020418e-37 
760.0 	 1.6877855341570533e-37 
800.0 	 1.771828453815578e-37 
819.9999999999999 	 1.8138645560167401e-37 
840.0 	 1.8559097708762154e-37 
860.0 	 1.897962685962351e-37 
900.0 	 1.9820911276337696e-37 
919.9999999999999 	 2.0241655580341e-37 
940.0 	 2.066245807712945e-37 
960.0 	 2.1083322026150676e-37 
1000.0 	 2.1925208526681024e-37 
1200.0 	 2.613709818879978e-37 
1400.0 	 3.035179556518999e-37 
1600.0 	 3.4568224381344066e-37 
2000.0 	 4.300418218700978e-37 
2200.0 	 4.722313989003108e-37 
2400.0 	 5.1442523955177875e-37 
2600.0 	 5.566225030508487e-37 
3000.0 	 6.410242912243138e-37 
3200.0 	 6.832279519723993e-37 
3400.0 	 7.2543288257791686e-37 
3600.0 	 7.676389968396985e-37 
4000.0 	 8.520539588063305e-37 
4200.0 	 8.942626265792936e-37 
4400.0 	 9.364719059499035e-37 
4600.0 	 9.786816706287798e-37 
5000.0 	 1.0631025784193033e-36 
5200.0 	 1.1053134809651323e-36 
5400.0 	 1.147524778374898e-36 
5600.0 	 1.1897365048971345e-36 
6000.0 	 1.2741603638373223e-36 
6200.0 	 1.3163727002258655e-36 
6400.0 	 1.3585851953942072e-36 
6600.0 	 1.4007978730124197e-36 
7000.0 	 1.4852235569726487e-36 
7200.0 	 1.527436624960552e-36 
7400.0 	 1.5696499897267323e-36 
7600.0 	 1.6118632240775157e-36 
8000.0 	 1.6962900455402248e-36 
8200.0 	 1.7385036200868978e-36 
8400.0 	 1.7807173721761258e-36 
8600.0 	 1.822931082283037e-36 
9000.0 	 1.907358761230537e-36 
9200.0 	 1.9495726893864712e-36 
9400.0 	 1.991786899523208e-36 
9600.0 	 2.0340008148865346e-36 
10000.0 	 2.118429024499948e-36 
10200.0 	 2.1606433770348736e-36 
10400.0 	 2.2028577091667453e-36 
10600.0 	 2.2450718485924665e-36 
