# density profiles from  M. Dziewonski and D. L. Anderson, Preliminary reference earth model, Phys. Earth Planet. Interiors 25 (1981) 297–356.
r_vec	rho_tot	16O	28Si	27Al	56Fe	40Ca	23Na	39K	24Mg	48Ti	58Ni	59Co	31P	32S  v_esc
4010.0502512562816	3.201163307693113e+24	1.418115345308049e+24	6.81847784538633e+23	7.362675607694159e+22	2.016732883846661e+23	8.002908269232783e+22	0.0	0.0	7.138594176155641e+23	0.0	6.402326615386226e+21	0.0	0.0	0.0  13.75722715815556
4045.2261306532664	3.190040916251395e+24	1.413188125899368e+24	6.794787151615472e+23	7.337094107378209e+22	2.0097257772383792e+23	7.975102290628488e+22	0.0	0.0	7.113791243240612e+23	0.0	6.380081832502791e+21	0.0	0.0	0.0  13.728802544213934
4080.402010050251	3.178918524809677e+24	1.408260906490687e+24	6.771096457844612e+23	7.311512607062257e+22	2.0027186706300965e+23	7.947296312024193e+22	0.0	0.0	7.08898831032558e+23	0.0	6.357837049619354e+21	0.0	0.0	0.0  13.700376783697662
4115.577889447236	3.1677961333679597e+24	1.4033336870820061e+24	6.747405764073754e+23	7.285931106746307e+22	1.9957115640218145e+23	7.9194903334199e+22	0.0	0.0	7.064185377410551e+23	0.0	6.33559226673592e+21	0.0	0.0	0.0  13.671845275290794
4150.753768844221	3.1566737419262417e+24	1.398406467673325e+24	6.723715070302895e+23	7.260349606430356e+22	1.9887044574135322e+23	7.891684354815605e+22	0.0	0.0	7.039382444495519e+23	0.0	6.313347483852484e+21	0.0	0.0	0.0  13.643422741962356
4185.929648241206	3.1455513504845237e+24	1.393479248264644e+24	6.700024376532035e+23	7.234768106114404e+22	1.98169735080525e+23	7.863878376211309e+22	0.0	0.0	7.014579511580488e+23	0.0	6.291102700969047e+21	0.0	0.0	0.0  13.614930197826856
4221.105527638191	3.1344289590428056e+24	1.3885520288559628e+24	6.676333682761176e+23	7.209186605798452e+22	1.9746902441969676e+23	7.836072397607014e+22	0.0	0.0	6.989776578665457e+23	0.0	6.268857918085611e+21	0.0	0.0	0.0  13.586400464499208
4256.281407035176	3.123306567601088e+24	1.383624809447282e+24	6.652642988990318e+23	7.183605105482502e+22	1.9676831375886856e+23	7.808266419002721e+22	0.0	0.0	6.964973645750427e+23	0.0	6.246613135202177e+21	0.0	0.0	0.0  13.55801010103327
4291.457286432161	3.11218417615937e+24	1.3786975900386009e+24	6.628952295219458e+23	7.158023605166551e+22	1.9606760309804033e+23	7.780460440398426e+22	0.0	0.0	6.940170712835395e+23	0.0	6.22436835231874e+21	0.0	0.0	0.0  13.529498942460176
4326.633165829146	3.1010617847176526e+24	1.37377037062992e+24	6.6052616014486e+23	7.132442104850601e+22	1.9536689243721213e+23	7.752654461794132e+22	0.0	0.0	6.915367779920365e+23	0.0	6.202123569435305e+21	0.0	0.0	0.0  13.500883306728886
4361.80904522613	3.0899393932759346e+24	1.3688431512212392e+24	6.58157090767774e+23	7.106860604534649e+22	1.946661817763839e+23	7.724848483189837e+22	0.0	0.0	6.890564847005334e+23	0.0	6.17987878655187e+21	0.0	0.0	0.0  13.472301651692296
4396.984924623116	3.0788170018342166e+24	1.363915931812558e+24	6.557880213906881e+23	7.081279104218698e+22	1.9396547111555563e+23	7.697042504585542e+22	0.0	0.0	6.865761914090302e+23	0.0	6.157634003668433e+21	0.0	0.0	0.0  13.443607635243335
4432.160804020101	3.0677158519357277e+24	1.3589981224075275e+24	6.534234764623099e+23	7.055746459452174e+22	1.9326609867195085e+23	7.66928962983932e+22	0.0	0.0	6.841006349816674e+23	0.0	6.135431703871455e+21	0.0	0.0	0.0  13.41502124685545
4467.336683417086	3.056801544800098e+24	1.3541630843464436e+24	6.510987290424209e+23	7.030643553040226e+22	1.925784973224062e+23	7.642003862000245e+22	0.0	0.0	6.816667444904219e+23	0.0	6.113603089600196e+21	0.0	0.0	0.0  13.386316796821747
4502.51256281407	3.045887237664469e+24	1.3493280462853597e+24	6.487739816225318e+23	7.005540646628278e+22	1.9189089597286155e+23	7.614718094161173e+22	0.0	0.0	6.792328539991765e+23	0.0	6.091774475328938e+21	0.0	0.0	0.0  13.35756254015845
4537.688442211055	3.0349729305288394e+24	1.3444930082242758e+24	6.464492342026428e+23	6.980437740216331e+22	1.9120329462331687e+23	7.587432326322098e+22	0.0	0.0	6.767989635079312e+23	0.0	6.069945861057678e+21	0.0	0.0	0.0  13.328773240650783
4572.86432160804	3.02405862339321e+24	1.3396579701631921e+24	6.441244867827538e+23	6.955334833804382e+22	1.9051569327377222e+23	7.560146558483026e+22	0.0	0.0	6.743650730166858e+23	0.0	6.04811724678642e+21	0.0	0.0	0.0  13.299969934849413
4608.040201005025	3.013144316257581e+24	1.3348229321021085e+24	6.417997393628647e+23	6.930231927392437e+22	1.898280919242276e+23	7.532860790643953e+22	0.0	0.0	6.719311825254406e+23	0.0	6.026288632515162e+21	0.0	0.0	0.0  13.271126840203348
4643.21608040201	3.002230009121951e+24	1.3299878940410243e+24	6.394749919429756e+23	6.9051290209804876e+22	1.8914049057468292e+23	7.505575022804878e+22	0.0	0.0	6.694972920341951e+23	0.0	6.004460018243902e+21	0.0	0.0	0.0  13.242062626011824
4678.391959798995	2.9913157019863216e+24	1.3251528559799404e+24	6.371502445230865e+23	6.880026114568539e+22	1.8845288922513827e+23	7.478289254965805e+22	0.0	0.0	6.670634015429498e+23	0.0	5.982631403972643e+21	0.0	0.0	0.0  13.213052718634424
4713.56783919598	2.9804013948506927e+24	1.3203178179188568e+24	6.348254971031975e+23	6.854923208156593e+22	1.8776528787559365e+23	7.451003487126732e+22	0.0	0.0	6.646295110517044e+23	0.0	5.960802789701386e+21	0.0	0.0	0.0  13.183970559396643
4748.743718592965	2.969487087715063e+24	1.315482779857773e+24	6.325007496833084e+23	6.829820301744645e+22	1.8707768652604897e+23	7.423717719287659e+22	0.0	0.0	6.621956205604591e+23	0.0	5.938974175430126e+21	0.0	0.0	0.0  13.154902037807759
4783.91959798995	2.958572780579434e+24	1.3106477417966892e+24	6.301760022634194e+23	6.804717395332698e+22	1.8639008517650432e+23	7.396431951448585e+22	0.0	0.0	6.597617300692137e+23	0.0	5.917145561158868e+21	0.0	0.0	0.0  13.125807365747573
4819.095477386934	2.9476584734438044e+24	1.3058127037356053e+24	6.278512548435304e+23	6.77961448892075e+22	1.8570248382695967e+23	7.369146183609511e+22	0.0	0.0	6.573278395779684e+23	0.0	5.895316946887609e+21	0.0	0.0	0.0  13.096535971541583
4854.27135678392	2.936744166308175e+24	1.3009776656745214e+24	6.255265074236412e+23	6.754511582508802e+22	1.8501488247741503e+23	7.3418604157704375e+22	0.0	0.0	6.54893949086723e+23	0.0	5.87348833261635e+21	0.0	0.0	0.0  13.067121764566053
4889.447236180905	2.9258298591725455e+24	1.2961426276134377e+24	6.232017600037522e+23	6.729408676096854e+22	1.8432728112787038e+23	7.314574647931364e+22	0.0	0.0	6.524600585954777e+23	0.0	5.851659718345091e+21	0.0	0.0	0.0  13.037859394709713
4924.62311557789	2.914915552036916e+24	1.2913075895523538e+24	6.208770125838631e+23	6.704305769684907e+22	1.8363967977832573e+23	7.287288880092291e+22	0.0	0.0	6.500261681042323e+23	0.0	5.829831104073833e+21	0.0	0.0	0.0  13.008334334711895
4959.798994974874	2.9040012449012866e+24	1.28647255149127e+24	6.185522651639741e+23	6.679202863272959e+22	1.8295207842878105e+23	7.260003112253217e+22	0.0	0.0	6.47592277612987e+23	0.0	5.808002489802573e+21	0.0	0.0	0.0  12.978797941548299
4994.974874371859	2.8930869377656577e+24	1.2816375134301863e+24	6.16227517744085e+23	6.654099956861013e+22	1.8226447707923643e+23	7.232717344414145e+22	0.0	0.0	6.451583871217416e+23	0.0	5.786173875531316e+21	0.0	0.0	0.0  12.949295749782548
5030.150753768844	2.881265579068425e+24	1.276400651527312e+24	6.137095683415745e+23	6.626910831857377e+22	1.8151973148131075e+23	7.2031639476710624e+22	0.0	0.0	6.425222241322587e+23	0.0	5.762531158136849e+21	0.0	0.0	0.0  12.919575647771532
5065.326633165829	2.8691889600849505e+24	1.271050709317633e+24	6.111372484980944e+23	6.599134608195386e+22	1.8075890448535188e+23	7.172972400212377e+22	0.0	0.0	6.398291380989439e+23	0.0	5.738377920169901e+21	0.0	0.0	0.0  12.889832352363262
5100.502512562814	2.8571123411014756e+24	1.2657007671079536e+24	6.085649286546143e+23	6.571358384533393e+22	1.7999807748939298e+23	7.14278085275369e+22	0.0	0.0	6.371360520656291e+23	0.0	5.714224682202952e+21	0.0	0.0	0.0  12.860176151905605
5135.678391959799	2.845035722118001e+24	1.2603508248982746e+24	6.059926088111342e+23	6.543582160871403e+22	1.7923725049343407e+23	7.112589305295003e+22	0.0	0.0	6.344429660323143e+23	0.0	5.690071444236002e+21	0.0	0.0	0.0  12.830252883379774
5170.854271356784	2.8329591031345263e+24	1.255000882688595e+24	6.034202889676541e+23	6.5158059372094104e+22	1.7847642349747517e+23	7.082397757836316e+22	0.0	0.0	6.317498799989994e+23	0.0	5.665918206269053e+21	0.0	0.0	0.0  12.80019534384169
5206.030150753769	2.820882484151052e+24	1.249650940478916e+24	6.0084796912417404e+23	6.48802971354742e+22	1.7771559650151627e+23	7.0522062103776305e+22	0.0	0.0	6.290567939656846e+23	0.0	5.641764968302104e+21	0.0	0.0	0.0  12.770130913977592
5241.206030150754	2.8088058651675776e+24	1.2443009982692369e+24	5.98275649280694e+23	6.460253489885428e+22	1.769547695055574e+23	7.022014662918944e+22	0.0	0.0	6.263637079323698e+23	0.0	5.617611730335156e+21	0.0	0.0	0.0  12.739966544601822
5276.381909547738	2.7967292461841033e+24	1.238951056059558e+24	5.95703329437214e+23	6.432477266223438e+22	1.761939425095985e+23	6.9918231154602585e+22	0.0	0.0	6.236706218990551e+23	0.0	5.593458492368206e+21	0.0	0.0	0.0  12.709784064637018
5311.557788944724	2.7846526272006284e+24	1.2336011138498784e+24	5.931310095937338e+23	6.4047010425614455e+22	1.754331155136396e+23	6.961631568001571e+22	0.0	0.0	6.209775358657401e+23	0.0	5.569305254401257e+21	0.0	0.0	0.0  12.679515693230321
5346.733668341709	2.772576008217154e+24	1.228251171640199e+24	5.9055868975025376e+23	6.376924818899454e+22	1.7467228851768072e+23	6.931440020542886e+22	0.0	0.0	6.182844498324253e+23	0.0	5.545152016434309e+21	0.0	0.0	0.0  12.649211022498351
5381.909547738694	2.760499389233679e+24	1.22290122943052e+24	5.8798636990677366e+23	6.349148595237462e+22	1.7391146152172178e+23	6.9012484730841985e+22	0.0	0.0	6.155913637991105e+23	0.0	5.520998778467358e+21	0.0	0.0	0.0  12.618647215307496
5417.085427135678	2.748422770250205e+24	1.2175512872208406e+24	5.854140500632936e+23	6.321372371575471e+22	1.731506345257629e+23	6.871056925625512e+22	0.0	0.0	6.128982777657957e+23	0.0	5.49684554050041e+21	0.0	0.0	0.0  12.587973568033512
5452.261306532663	2.7363461512667304e+24	1.2122013450111616e+24	5.828417302198136e+23	6.29359614791348e+22	1.72389807529804e+23	6.8408653781668265e+22	0.0	0.0	6.102051917324808e+23	0.0	5.472692302533461e+21	0.0	0.0	0.0  12.557263805108702
5487.437185929648	2.724269532283256e+24	1.2068514028014824e+24	5.8026941037633355e+23	6.265819924251489e+22	1.7162898053384514e+23	6.81067383070814e+22	0.0	0.0	6.075121056991661e+23	0.0	5.448539064566512e+21	0.0	0.0	0.0  12.526688596613122
5522.613065326634	2.712192913299781e+24	1.201501460591803e+24	5.776970905328534e+23	6.238043700589497e+22	1.708681535378862e+23	6.780482283249453e+22	0.0	0.0	6.048190196658512e+23	0.0	5.424385826599562e+21	0.0	0.0	0.0  12.495732641567487
5557.788944723618	2.700116294316307e+24	1.1961515183821239e+24	5.7512477068937334e+23	6.210267476927505e+22	1.7010732654192733e+23	6.750290735790767e+22	0.0	0.0	6.021259336325364e+23	0.0	5.400232588632614e+21	0.0	0.0	0.0  12.46471598471613
5592.964824120603	2.6842257295831447e+24	1.1891119982053331e+24	5.717400804012098e+23	6.1737191780412325e+22	1.6910622096373812e+23	6.710564323957862e+22	0.0	0.0	5.9858233769704124e+23	0.0	5.368451459166289e+21	0.0	0.0	0.0  12.433777351498476
5628.140703517588	2.6666133206533516e+24	1.1813097010494348e+24	5.6798863729916386e+23	6.133210637502709e+22	1.6799663920116115e+23	6.666533301633379e+22	0.0	0.0	5.946547705056974e+23	0.0	5.333226641306703e+21	0.0	0.0	0.0  12.402553042669657
5663.316582914573	2.649000911723558e+24	1.1735074038935362e+24	5.642371941971178e+23	6.092702096964183e+22	1.6688705743858415e+23	6.622502279308895e+22	0.0	0.0	5.9072720331435344e+23	0.0	5.298001823447117e+21	0.0	0.0	0.0  12.371386925819229
5698.492462311558	2.40486e+24	1.0653529800000001e+24	5.1223518e+23	5.531178e+22	1.5150618e+23	6.012150000000001e+22	0.0	0.0	5.3628378e+23	0.0	4.80972e+21	0.0	0.0	0.0  12.340035273454241
5733.668341708542	2.40486e+24	1.0653529800000001e+24	5.1223518e+23	5.531178e+22	1.5150618e+23	6.012150000000001e+22	0.0	0.0	5.3628378e+23	0.0	4.80972e+21	0.0	0.0	0.0  12.308663479533037
5768.844221105528	2.391373414102665e+24	1.0593784224474806e+24	5.093625372038676e+23	5.500158852436129e+22	1.5065652508846789e+23	5.978433535256663e+22	0.0	0.0	5.332762713448943e+23	0.0	4.78274682820533e+21	0.0	0.0	0.0  12.277174766618007
5804.020100502513	2.3757187461489916e+24	1.0524434045440033e+24	5.060280929297352e+23	5.46415311614268e+22	1.4967028100738648e+23	5.939296865372479e+22	0.0	0.0	5.2978528039122516e+23	0.0	4.751437492297983e+21	0.0	0.0	0.0  12.245686953088773
5839.195979899498	2.350998176441568e+24	1.0414921921636147e+24	5.00762611582054e+23	5.407295805815607e+22	1.4811288511581878e+23	5.87749544110392e+22	0.0	0.0	5.242725933464697e+23	0.0	4.701996352883136e+21	0.0	0.0	0.0  12.214051471080086
5874.371859296482	2.3239035136297924e+24	1.029489256537998e+24	4.9499144840314576e+23	5.344978081348522e+22	1.4640592135867692e+23	5.809758784074481e+22	0.0	0.0	5.182304835394437e+23	0.0	4.647807027259585e+21	0.0	0.0	0.0  12.18237830408641
5909.547738693467	2.296808850818017e+24	1.0174863209123815e+24	4.892202852242376e+23	5.282660356881438e+22	1.4469895760153507e+23	5.742022127045042e+22	0.0	0.0	5.121883737324178e+23	0.0	4.593617701636034e+21	0.0	0.0	0.0  12.150757325355261
5944.723618090452	2.263175577019475e+24	1.0025867806196274e+24	4.820563979051482e+23	5.205303827144793e+22	1.4258006135222694e+23	5.657938942548688e+22	0.0	0.0	5.0468815367534297e+23	0.0	4.52635115403895e+21	0.0	0.0	0.0  12.118911012634824
5979.899497487438	2.1391013283372065e+24	9.476218884533825e+23	4.55628582935825e+23	4.919933055175575e+22	1.3476338368524402e+23	5.347753320843017e+22	0.0	0.0	4.770195962191971e+23	0.0	4.278202656674413e+21	0.0	0.0	0.0  12.087001528159071
6015.075376884422	2.1234466603835335e+24	9.406868705499053e+23	4.522941386616926e+23	4.883927318882127e+22	1.337771396041626e+23	5.308616650958834e+22	0.0	0.0	4.7352860526552795e+23	0.0	4.246893320767067e+21	0.0	0.0	0.0  12.055028163296022
6050.251256281407	2.1097812501908836e+24	9.346330938345614e+23	4.493834062906582e+23	4.852496875439032e+22	1.3291621876202567e+23	5.274453125477209e+22	0.0	0.0	4.7048121879256706e+23	0.0	4.2195625003817674e+21	0.0	0.0	0.0  12.023287148337113
6085.427135678392	2.0997194571266226e+24	9.301757195070938e+23	4.472402443679706e+23	4.829354751391232e+22	1.3228232579897722e+23	5.249298642816557e+22	0.0	0.0	4.682374389392369e+23	0.0	4.1994389142532454e+21	0.0	0.0	0.0  11.991400018360487
6120.603015075377	2.0884012274480398e+24	9.251617437594817e+23	4.448294614464325e+23	4.8033228231304915e+22	1.315692773292265e+23	5.2210030686201e+22	0.0	0.0	4.6571347372091286e+23	0.0	4.1768024548960795e+21	0.0	0.0	0.0  11.959187980473784
6155.778894472362	2.0328112145895348e+24	9.005353680631639e+23	4.329887887075709e+23	4.67546579355593e+22	1.280671065191407e+23	5.082028036473838e+22	0.0	0.0	4.5331690085346627e+23	0.0	4.06562242917907e+21	0.0	0.0	0.0  11.927206426202591
6190.954773869347	2.0358731936606524e+24	9.01891824791669e+23	4.3364099024971896e+23	4.682508345419501e+22	1.2826001120062111e+23	5.089682984151631e+22	0.0	0.0	4.539997221863255e+23	0.0	4.071746387321305e+21	0.0	0.0	0.0  11.895064266505019
6226.130653266332	2.03893517273177e+24	9.032482815201741e+23	4.34293191791867e+23	4.689550897283071e+22	1.284529158821015e+23	5.097337931829425e+22	0.0	0.0	4.5468254351918475e+23	0.0	4.07787034546354e+21	0.0	0.0	0.0  11.86286549587534
6261.306532663317	2.041997151802888e+24	9.046047382486794e+23	4.349453933340151e+23	4.696593449146642e+22	1.2864582056358194e+23	5.104992879507221e+22	0.0	0.0	4.55365364852044e+23	0.0	4.083994303605776e+21	0.0	0.0	0.0  11.680284611268819
6296.482412060302	2.0450591308740056e+24	9.059611949771845e+23	4.355975948761632e+23	4.703636001010213e+22	1.2883872524506235e+23	5.112647827185014e+22	0.0	0.0	4.5604818618490324e+23	0.0	4.090118261748011e+21	0.0	0.0	0.0  11.705723098228953
6331.658291457286	2.0481211099451233e+24	9.073176517056896e+23	4.3624979641831126e+23	4.710678552873784e+22	1.2903162992654277e+23	5.120302774862808e+22	0.0	0.0	4.567310075177625e+23	0.0	4.0962422198902467e+21	0.0	0.0	0.0  11.731577360187623
6366.834170854271	2.211200763607911e+23	1.0326307566048946e+23	6.125026115193915e+22	1.791072618522408e+22	1.1277123894400346e+22	8.18144282534927e+21	6.191362138102152e+21	5.749121985380569e+21	4.643521603576614e+21	1.3267204581647466e+21	0.0	0.0	0.0	0.0  11.731167643482591
6402.010050251256	4.04858e+22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0  11.701729758395283
6437.185929648242	4.04858e+22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0  11.669707272120258
6472.361809045226	4.04858e+22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0  11.637901978672843
6507.537688442211	4.04858e+22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0  11.606401379374734
6542.713567839196	4.04858e+22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0  11.5752149517463
6577.889447236181	4.04858e+22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0  11.544498098458197
6613.065326633166	4.04858e+22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0  11.513948982865026
6648.241206030151	4.04858e+22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0  11.483392504591542
6683.417085427136	4.04858e+22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0  11.452972481243497
6718.592964824121	4.04858e+22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0  11.423336763323508
6753.768844221106	4.04858e+22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0  11.39361251504151
6788.94472361809	4.04858e+22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0  11.36387364489927
6824.120603015075	4.04858e+22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0  11.33450173712209
6859.29648241206	4.04858e+22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0  11.305667645216998
6894.472361809046	4.04858e+22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0  11.276733390483143
6929.64824120603	4.04858e+22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0  11.248203809146796
6964.824120603015	4.04858e+22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0  11.219769267446338
7000.0	4.04858e+22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0  11.19129704453598
