# Density profiles from [arXiv.2104.14367]
r_vec	          rho_tot       	12C  v_esc
6.540213e-01	1.601024e-01	1.601024e-01  4538.880015783546
6.555387e-01	1.586392e-01	1.586392e-01  4534.679457831495
6.570562e-01	1.571833e-01	1.571833e-01  4530.46750271552
6.585736e-01	1.557348e-01	1.557348e-01  4526.263338635976
6.600911e-01	1.542936e-01	1.542936e-01  4522.059824402353
6.616085e-01	1.528598e-01	1.528598e-01  4517.862763522874
6.631260e-01	1.514332e-01	1.514332e-01  4513.668267121388
6.646434e-01	1.500141e-01	1.500141e-01  4509.477680209552
6.661609e-01	1.486022e-01	1.486022e-01  4505.28981783614
6.676783e-01	1.471977e-01	1.471977e-01  4501.1061484429165
6.691958e-01	1.458005e-01	1.458005e-01  4496.925915380322
6.707132e-01	1.444107e-01	1.444107e-01  4492.749096462137
6.722307e-01	1.430283e-01	1.430283e-01  4488.576679371885
6.737481e-01	1.416533e-01	1.416533e-01  4484.409813071954
6.752656e-01	1.402857e-01	1.402857e-01  4480.243466999374
6.767830e-01	1.389257e-01	1.389257e-01  4476.082011777142
6.783005e-01	1.375732e-01	1.375732e-01  4471.925656038379
6.798179e-01	1.362282e-01	1.362282e-01  4467.772901564758
6.813354e-01	1.348909e-01	1.348909e-01  4463.623854768046
6.828528e-01	1.335612e-01	1.335612e-01  4459.480075978237
6.843703e-01	1.322391e-01	1.322391e-01  4455.33850224895
6.858877e-01	1.309248e-01	1.309248e-01  4451.202141600731
6.874052e-01	1.296183e-01	1.296183e-01  4447.070025033901
6.889226e-01	1.283195e-01	1.283195e-01  4442.943284238012
6.904401e-01	1.270285e-01	1.270285e-01  4438.817750656558
6.919576e-01	1.257454e-01	1.257454e-01  4434.698020189547
6.934750e-01	1.244702e-01	1.244702e-01  4430.583503019371
6.949925e-01	1.232029e-01	1.232029e-01  4426.471854181258
6.965099e-01	1.219436e-01	1.219436e-01  4422.366802254078
6.980274e-01	1.206922e-01	1.206922e-01  4418.264609766363
6.995448e-01	1.194489e-01	1.194489e-01  4414.167194039878
7.010623e-01	1.182137e-01	1.182137e-01  4410.074683911352
7.025797e-01	1.169865e-01	1.169865e-01  4405.984983427699
7.040972e-01	1.157675e-01	1.157675e-01  4401.902115773852
7.056146e-01	1.145567e-01	1.145567e-01  4397.823111245606
7.071321e-01	1.133540e-01	1.133540e-01  4393.748512995862
7.086495e-01	1.121596e-01	1.121596e-01  4389.679237575589
7.101670e-01	1.109735e-01	1.109735e-01  4385.614492476943
7.116844e-01	1.097958e-01	1.097958e-01  4381.554720841126
7.132019e-01	1.086263e-01	1.086263e-01  4377.498493563303
7.147193e-01	1.074653e-01	1.074653e-01  4373.448577067194
7.162368e-01	1.063126e-01	1.063126e-01  4369.403876029583
7.177542e-01	1.051684e-01	1.051684e-01  4365.363171477669
7.192717e-01	1.040328e-01	1.040328e-01  4361.3267508546605
7.207891e-01	1.029056e-01	1.029056e-01  4357.296680502706
7.223066e-01	1.017870e-01	1.017870e-01  4353.2703336539935
7.238240e-01	1.006770e-01	1.006770e-01  4349.249834326704
7.253415e-01	9.957563e-02	9.957563e-02  4345.234277545745
7.268589e-01	9.848294e-02	9.848294e-02  4341.223517421453
7.283764e-01	9.739895e-02	9.739895e-02  4337.217904495621
7.298938e-01	9.632370e-02	9.632370e-02  4333.217772272936
7.314113e-01	9.525722e-02	9.525722e-02  4329.222820178817
7.329287e-01	9.419956e-02	9.419956e-02  4325.233114687212
7.344462e-01	9.315074e-02	9.315074e-02  4321.248634980879
7.359636e-01	9.211081e-02	9.211081e-02  4317.268946757553
7.374811e-01	9.107979e-02	9.107979e-02  4313.29536312136
7.389985e-01	9.005773e-02	9.005773e-02  4309.3267279640495
7.405160e-01	8.904465e-02	8.904465e-02  4305.361886855841
7.420334e-01	8.804060e-02	8.804060e-02  4301.404943331731
7.435509e-01	8.704561e-02	8.704561e-02  4297.45181516998
7.450683e-01	8.605969e-02	8.605969e-02  4293.505496801965
7.465858e-01	8.508265e-02	8.508265e-02  4289.563021370322
7.481032e-01	8.411422e-02	8.411422e-02  4285.6271544689325
7.496207e-01	8.315414e-02	8.315414e-02  4281.697322636192
7.511381e-01	8.220212e-02	8.220212e-02  4277.771244885564
7.526556e-01	8.125790e-02	8.125790e-02  4273.851683701038
7.541730e-01	8.032120e-02	8.032120e-02  4269.937572126356
7.556905e-01	7.939175e-02	7.939175e-02  4266.029093736984
7.572079e-01	7.846928e-02	7.846928e-02  4262.126828613067
7.587254e-01	7.755351e-02	7.755351e-02  4258.228939645715
7.602428e-01	7.664418e-02	7.664418e-02  4254.338180865636
7.617603e-01	7.574100e-02	7.574100e-02  4250.451826036688
7.632777e-01	7.484372e-02	7.484372e-02  4246.57185939177
7.647952e-01	7.395205e-02	7.395205e-02  4242.697241810651
7.663126e-01	7.306572e-02	7.306572e-02  4238.828350702226
7.678301e-01	7.218446e-02	7.218446e-02  4234.963956637747
7.693475e-01	7.130800e-02	7.130800e-02  4231.109008546296
7.708650e-01	7.043607e-02	7.043607e-02  4227.256641360058
7.723824e-01	6.956839e-02	6.956839e-02  4223.411666870553
7.738999e-01	6.870468e-02	6.870468e-02  4219.572053046593
7.754173e-01	6.784469e-02	6.784469e-02  4215.738597737645
7.769348e-01	6.698813e-02	6.698813e-02  4211.910763275616
7.784522e-01	6.613474e-02	6.613474e-02  4208.089290611301
7.799697e-01	6.528423e-02	6.528423e-02  4204.273016651546
7.814871e-01	6.443634e-02	6.443634e-02  4200.463193451458
7.830046e-01	6.359080e-02	6.359080e-02  4196.658276126349
7.845220e-01	6.274733e-02	6.274733e-02  4192.861734871082
7.860395e-01	6.190566e-02	6.190566e-02  4189.069105448173
7.875569e-01	6.106552e-02	6.106552e-02  4185.284197256285
7.890744e-01	6.022663e-02	6.022663e-02  4181.503928567028
7.905918e-01	5.938873e-02	5.938873e-02  4177.730441438817
7.921093e-01	5.855154e-02	5.855154e-02  4173.962810110782
7.936267e-01	5.771478e-02	5.771478e-02  4170.20113805473
7.951442e-01	5.687819e-02	5.687819e-02  4166.4450470135735
7.966616e-01	5.604150e-02	5.604150e-02  4162.697100032729
7.981791e-01	5.520442e-02	5.520442e-02  4158.954184785128
7.996965e-01	5.436669e-02	5.436669e-02  4155.217373444547
8.012140e-01	5.352804e-02	5.352804e-02  4151.486670781488
8.027314e-01	5.268819e-02	5.268819e-02  4147.7627716762645
8.042489e-01	5.184687e-02	5.184687e-02  4144.044852644991
8.057663e-01	5.100381e-02	5.100381e-02  4140.331849367123
8.072838e-01	5.015877e-02	5.015877e-02  4136.62830104329
8.088012e-01	4.931205e-02	4.931205e-02  4132.929734039294
8.103187e-01	4.846435e-02	4.846435e-02  4129.237695027225
8.118361e-01	4.761642e-02	4.761642e-02  4125.550887321561
8.133536e-01	4.676896e-02	4.676896e-02  4121.871903448735
8.148710e-01	4.592269e-02	4.592269e-02  4118.199139229436
8.163885e-01	4.507836e-02	4.507836e-02  4114.532609041355
8.179059e-01	4.423666e-02	4.423666e-02  4110.872275368098
8.194234e-01	4.339834e-02	4.339834e-02  4107.218570518201
8.209408e-01	4.256411e-02	4.256411e-02  4103.572041649195
8.224583e-01	4.173469e-02	4.173469e-02  4099.931987582271
8.239757e-01	4.091082e-02	4.091082e-02  4096.298583355573
8.254932e-01	4.009320e-02	4.009320e-02  4092.6713043620925
8.270106e-01	3.928257e-02	3.928257e-02  4089.05199265455
8.285281e-01	3.847965e-02	3.847965e-02  4085.4379103159026
8.300455e-01	3.768515e-02	3.768515e-02  4081.8314229327275
8.315630e-01	3.689981e-02	3.689981e-02  4078.231057785631
8.330804e-01	3.612435e-02	3.612435e-02  4074.6385843049998
8.345979e-01	3.535949e-02	3.535949e-02  4071.0522162804787
8.361153e-01	3.460595e-02	3.460595e-02  4067.472342864321
8.376328e-01	3.386445e-02	3.386445e-02  4063.8994762777324
8.391502e-01	3.313573e-02	3.313573e-02  4060.334996274783
8.406677e-01	3.242050e-02	3.242050e-02  4056.775760744387
8.421851e-01	3.171948e-02	3.171948e-02  4053.224030918407
8.437026e-01	3.103340e-02	3.103340e-02  4049.6792791172497
8.452201e-01	3.036298e-02	3.036298e-02  4046.1419118152676
8.467375e-01	2.970895e-02	2.970895e-02  4042.6097745664542
8.482550e-01	2.907202e-02	2.907202e-02  4039.0868268772206
8.497724e-01	2.845293e-02	2.845293e-02  4035.5685372746966
8.512899e-01	2.785238e-02	2.785238e-02  4032.0593515765486
8.528073e-01	2.727066e-02	2.727066e-02  4028.556682819077
8.543248e-01	2.670710e-02	2.670710e-02  4025.0611010274406
8.558422e-01	2.616093e-02	2.616093e-02  4021.5724409572404
8.573597e-01	2.563136e-02	2.563136e-02  4018.089933183739
8.588771e-01	2.511761e-02	2.511761e-02  4014.6159049295047
8.603946e-01	2.461891e-02	2.461891e-02  4011.148413475755
8.619120e-01	2.413449e-02	2.413449e-02  4007.688548824281
8.634295e-01	2.366355e-02	2.366355e-02  4004.2348283457245
8.649469e-01	2.320533e-02	2.320533e-02  4000.7883358258437
8.664644e-01	2.275904e-02	2.275904e-02  3997.3498646173275
8.679818e-01	2.232391e-02	2.232391e-02  3993.917380796163
8.694993e-01	2.189916e-02	2.189916e-02  3990.492531037326
8.710167e-01	2.148401e-02	2.148401e-02  3987.0745990747373
8.725342e-01	2.107768e-02	2.107768e-02  3983.6646617301813
8.740516e-01	2.067939e-02	2.067939e-02  3980.2602753202245
8.755691e-01	2.028836e-02	2.028836e-02  3976.863867426624
8.770865e-01	1.990382e-02	1.990382e-02  3973.4748673287086
8.786040e-01	1.952499e-02	1.952499e-02  3970.0919499433808
8.801214e-01	1.915109e-02	1.915109e-02  3966.717251434777
8.816389e-01	1.878134e-02	1.878134e-02  3963.3489130781354
8.831563e-01	1.841497e-02	1.841497e-02  3959.987661924461
8.846738e-01	1.805119e-02	1.805119e-02  3956.6330533463015
8.861912e-01	1.768922e-02	1.768922e-02  3953.2857504318094
8.877087e-01	1.732829e-02	1.732829e-02  3949.9466772549413
8.892261e-01	1.696762e-02	1.696762e-02  3946.6132201940786
8.907436e-01	1.660643e-02	1.660643e-02  3943.2878127037334
8.922610e-01	1.624395e-02	1.624395e-02  3939.969278097476
8.937785e-01	1.587939e-02	1.587939e-02  3936.656604668491
8.952959e-01	1.551197e-02	1.551197e-02  3933.3517441640556
8.968134e-01	1.514092e-02	1.514092e-02  3930.0535769912653
8.983308e-01	1.476547e-02	1.476547e-02  3926.764347906606
8.998483e-01	1.438518e-02	1.438518e-02  3923.480687752011
9.013657e-01	1.400033e-02	1.400033e-02  3920.204654895647
9.028832e-01	1.361133e-02	1.361133e-02  3916.9331896607046
9.044006e-01	1.321853e-02	1.321853e-02  3913.671328676698
9.059181e-01	1.282231e-02	1.282231e-02  3910.416596956196
9.074355e-01	1.242307e-02	1.242307e-02  3907.1683711175165
9.089530e-01	1.202116e-02	1.202116e-02  3903.9268127829796
9.104704e-01	1.161698e-02	1.161698e-02  3900.6933904236694
9.119879e-01	1.121090e-02	1.121090e-02  3897.4656953610984
9.135053e-01	1.080330e-02	1.080330e-02  3894.2461065439607
9.150228e-01	1.039456e-02	1.039456e-02  3891.0330339369393
9.165402e-01	9.985056e-03	9.985056e-03  3887.8269570183206
9.180577e-01	9.575163e-03	9.575163e-03  3884.6274722930834
9.195751e-01	9.165263e-03	9.165263e-03  3881.436674627634
9.210926e-01	8.755733e-03	8.755733e-03  3878.2525342604604
9.226100e-01	8.346953e-03	8.346953e-03  3875.0737605586946
9.241275e-01	7.939908e-03	7.939908e-03  3871.903241014908
9.256449e-01	7.537432e-03	7.537432e-03  3868.7398019878647
9.271624e-01	7.142707e-03	7.142707e-03  3865.5836644046612
9.286798e-01	6.758913e-03	6.758913e-03  3862.434061525776
9.301973e-01	6.389232e-03	6.389232e-03  3859.291592868427
9.317147e-01	6.036847e-03	6.036847e-03  3856.156755153044
9.332322e-01	5.704938e-03	5.704938e-03  3853.0286630648507
9.347496e-01	5.396688e-03	5.396688e-03  3849.9082621342413
9.362671e-01	5.115278e-03	5.115278e-03  3846.7896300758125
9.377845e-01	4.863890e-03	4.863890e-03  3843.6867990866713
9.393020e-01	4.645706e-03	4.645706e-03  3840.588001430139
9.408194e-01	4.463906e-03	4.463906e-03  3837.4956009946222
9.423369e-01	4.320970e-03	4.320970e-03  3834.411343985791
9.438543e-01	4.212190e-03	4.212190e-03  3831.3313315967916
9.453718e-01	4.128655e-03	4.128655e-03  3828.2604500737484
9.468892e-01	4.061400e-03	4.061400e-03  3825.1960771458816
9.484067e-01	4.001460e-03	4.001460e-03  3822.1373416893034
9.499241e-01	3.939872e-03	3.939872e-03  3819.0888322524
9.514416e-01	3.867669e-03	3.867669e-03  3816.0444938824044
9.529590e-01	3.775889e-03	3.775889e-03  3813.008363559479
9.544765e-01	3.655566e-03	3.655566e-03  3809.9804970957844
9.559939e-01	3.497735e-03	3.497735e-03  3806.957227292036
9.575114e-01	3.293432e-03	3.293432e-03  3803.9411066354633
9.590288e-01	3.033693e-03	3.033693e-03  3800.932377588426
9.605463e-01	2.709554e-03	2.709554e-03  3797.928729529831
9.620637e-01	2.320468e-03	2.320468e-03  3794.9347228369334
9.635812e-01	1.893870e-03	1.893870e-03  3791.9456658655013
9.650986e-01	1.463006e-03	1.463006e-03  3788.9648557443707
9.666161e-01	1.061119e-03	1.061119e-03  3785.9905148845332
9.681335e-01	7.183130e-04	7.183130e-04  3783.023700963803
9.696510e-01	4.407468e-04	4.407468e-04  3780.0637638783883
9.711684e-01	2.235547e-04	2.235547e-04  3777.1083674422134
9.726859e-01	6.181244e-05	6.181244e-05  3774.1610772311305
9.833080e-01	6.830113e-05	6.830113e-05  3753.7220430955886
9.848255e-01	1.694327e-04	1.694327e-04  3750.828567358698
9.863429e-01	2.740900e-04	2.740900e-04  3747.944341444699
9.878604e-01	3.730394e-04	3.730394e-04  3745.0674309534784
9.893778e-01	4.580082e-04	4.580082e-04  3742.1927592307275
9.908953e-01	5.211488e-04	5.211488e-04  3739.327473997286
9.924127e-01	5.546158e-04	5.546158e-04  3736.4681696032376
9.939302e-01	5.505636e-04	5.505636e-04  3733.6137729379157
9.954476e-01	5.011467e-04	5.011467e-04  3730.7750615071213
9.969651e-01	3.985197e-04	3.985197e-04  3727.9265736727402
9.984825e-01	2.348368e-04	2.348368e-04  3725.0931938879185
1.000000e+00	2.252744e-06	2.252744e-06  3722.264554291389
