0.011683551266942784, 11482743.086098835
0.013363754695009914, 11127261.959180357
0.017197280814366177, 10336360.385635015
0.019716550959265226, 9917353.722340243
0.025311159546364436, 8856606.912378222
0.029086638962933745, 8322579.11635845
0.037248685330532307, 7001145.255025083
0.04270151138968251, 6334346.221550642
0.05429204090423429, 4924966.542048274
0.06223548835414261, 4256155.904266602
0.07800400385602674, 2979617.450943091
0.08940802561951383, 2415515.1101591964
0.10994591614464579, 1491124.8091260327
0.12511737800130168, 1123029.2715378937
0.1505974574616029, 609197.4492806754
0.16975157068269217, 428068.1111582338
0.19858842766532195, 208748.7152589143
0.22172757615760882, 139352.84304891515
0.25213227079719847, 63773.45415516151
0.28017732334798606, 41744.994356327144
0.315624319861803, 19845.518939349997
0.3532608636055712, 13971.192923610051
0.4386813559458686, 10893.20657263067
0.5040863095579734, 9845.525504314402
0.6394062304747425, 7691.464866811185
0.7346980673733363, 6707.341252183756
0.9274207123508559, 4816.022544565354
1.063043665473102, 3991.933673423089
1.3197227088851187, 2588.397222884028
1.505452723332946, 2014.6519603253516
1.8337009309819634, 1162.3597290093694
2.0768091186873, 846.515878694824
2.4528497279222163, 437.04338497675616
2.758168703135815, 296.98829511797845
3.158693258208209, 137.0604810193111
3.4934915217180813, 89.16614051074409
3.8191326863381247, 38.69766591713099
4.071963712230091, 23.72293691720135
4.386734736937919, 10.242161574058532
4.575689811622591, 6.228292445169351
4.776072613745599, 2.575688248169322
4.9152600827700335, 1.4807719298820192
5.029015847512376, 0.5052374432750018
5.1109860894682315, 0.31690089451754705
5.126308313782901, 0.1023534812636672
5.114943588723771, 0.02386718075392717
