4.6 	 4.719879529820819e-39 
5.0 	 1.7713667626632187e-39 
5.2 	 1.2544731755374666e-39 
5.4 	 9.181792544982314e-40 
5.6 	 7.008767061071195e-40 
6.0 	 4.424349873805715e-40 
6.2 	 3.6185233253168997e-40 
6.4 	 3.0332495318527937e-40 
6.6 	 2.542346864806681e-40 
7.0 	 1.8915883846901964e-40 
7.2 	 1.6762239797792556e-40 
7.4 	 1.489891473120413e-40 
7.6 	 1.3304714574013751e-40 
8.0 	 1.092453145655981e-40 
8.2 	 1.0057925650396192e-40 
8.4 	 9.226614237062265e-41 
8.6 	 8.639122524869727e-41 
9.0 	 7.592253750307407e-41 
9.2 	 7.14518143376162e-41 
9.4 	 6.776028074210366e-41 
9.6 	 6.418331263951675e-41 
10.0 	 5.886963387570689e-41 
12.0 	 4.319189769113335e-41 
14.0 	 3.6033825833661164e-41 
16.0 	 2.3605478409673416e-41 
20.0 	 1.460725075173522e-41 
22.0 	 1.206819977535505e-41 
24.0 	 7.635308654179858e-42 
26.0 	 5.207991297960186e-42 
30.0 	 2.973579274704686e-42 
32.0 	 2.4319855175577185e-42 
34.0 	 2.0657242972296376e-42 
36.0 	 1.819664835030998e-42 
40.0 	 1.4864742335879852e-42 
42.0 	 1.377495334061065e-42 
44.0 	 1.2977675588496968e-42 
46.0 	 1.2321580702867893e-42 
50.0 	 1.140955280865168e-42 
52.0 	 1.117442493165741e-42 
54.0 	 1.0888804999352885e-42 
56.0 	 1.0717374386560132e-42 
60.0 	 1.0452922723047465e-42 
62.0 	 1.0371443493574504e-42 
64.0 	 1.0311068816876778e-42 
66.0 	 1.0295672450904e-42 
70.0 	 1.0269786093613922e-42 
72.0 	 1.0290721075987958e-42 
74.0 	 1.032496291773279e-42 
76.0 	 1.0366299014424682e-42 
80.0 	 1.0454764769753754e-42 
82.0 	 1.0539607184397902e-42 
84.0 	 1.0593124807251115e-42 
86.0 	 1.0684059947248366e-42 
90.0 	 1.082843205044629e-42 
92.0 	 1.0937178953548213e-42 
94.0 	 1.1033622313800567e-42 
96.0 	 1.1138813030426187e-42 
100.0 	 1.135532955492406e-42 
120.0 	 1.2523065455354687e-42 
140.0 	 1.3853800823451073e-42 
160.0 	 1.527012750936965e-42 
200.0 	 1.8076144309554152e-42 
220.00000000000003 	 1.9235530061499558e-42 
240.0 	 2.0438096495626783e-42 
260.0 	 2.1644878283846432e-42 
300.0 	 2.4265513735470096e-42 
320.0 	 2.5563756878743627e-42 
340.0 	 2.681574489786801e-42 
360.0 	 2.813451322755851e-42 
400.0 	 3.074582689383647e-42 
420.0 	 3.200189232267523e-42 
440.00000000000006 	 3.351454661420218e-42 
459.99999999999994 	 3.479194262998875e-42 
500.0 	 3.7348739329562706e-42 
520.0 	 3.879367526244861e-42 
540.0 	 3.986792144284364e-42 
560.0 	 4.1357017630139244e-42 
600.0 	 4.4069635177465436e-42 
620.0 	 4.543879918250535e-42 
640.0 	 4.679668816828965e-42 
660.0 	 4.812854917141528e-42 
700.0 	 5.0806778038507906e-42 
720.0 	 5.203494490237186e-42 
740.0 	 5.342088885520164e-42 
760.0 	 5.484720709330856e-42 
800.0 	 5.733227082748205e-42 
819.9999999999999 	 5.882280170825457e-42 
840.0 	 6.015037977030391e-42 
860.0 	 6.141529005728735e-42 
900.0 	 6.430832136322078e-42 
919.9999999999999 	 6.543382143119028e-42 
940.0 	 6.701436912001754e-42 
960.0 	 6.803594800547765e-42 
1000.0 	 7.079197541243194e-42 
1200.0 	 8.446107079187189e-42 
1400.0 	 9.820082727215263e-42 
1600.0 	 1.1135652971264867e-41 
2000.0 	 1.3886194612470575e-41 
2200.0 	 1.5235472237235251e-41 
2400.0 	 1.6544722696713984e-41 
2600.0 	 1.794919055133134e-41 
3000.0 	 2.0619223018047202e-41 
3200.0 	 2.1998967058927623e-41 
3400.0 	 2.3339319656488395e-41 
3600.0 	 2.4669389799453146e-41 
4000.0 	 2.748736837088236e-41 
4200.0 	 2.86991487297484e-41 
4400.0 	 3.005566943179427e-41 
4600.0 	 3.1491872894541104e-41 
5000.0 	 3.4227516410342106e-41 
5200.0 	 3.5540240707056004e-41 
5400.0 	 3.685909037390941e-41 
5600.0 	 3.818229253550527e-41 
6000.0 	 4.109472733474566e-41 
6200.0 	 4.2387752688853443e-41 
6400.0 	 4.3702408661632565e-41 
6600.0 	 4.5099089480139703e-41 
7000.0 	 4.775718464874871e-41 
7200.0 	 4.897064263591352e-41 
7400.0 	 5.035972259474104e-41 
7600.0 	 5.172114087124026e-41 
8000.0 	 5.455984741120109e-41 
8200.0 	 5.592415877138271e-41 
8400.0 	 5.74105132101119e-41 
8600.0 	 5.867454872907782e-41 
9000.0 	 6.13348047525202e-41 
9200.0 	 6.269808456655439e-41 
9400.0 	 6.406135832354908e-41 
9600.0 	 6.529388953748012e-41 
10000.0 	 6.809332266821841e-41 
10200.0 	 6.960398243271979e-41 
10400.0 	 7.09690170863617e-41 
10600.0 	 7.227008135027223e-41 
