# mass_GeV sigma_SI_cm2
7.0054051172778 4.4892512582186e-41
11.5050875999212 5.26913263052651e-42
18.8949872942246 1.75177474483098e-42
31.0315364179717 2.41328545648241e-43
50.9635829580176 8.35101243629615e-44
83.6982981743225 7.1149837583981e-44
137.45903860505 9.80176639600284e-44
225.751152727993 1.40548458570921e-43
370.754687907044 2.18338556525624e-43
605.621668202937 3.2586932292754e-43
999.999999999999 5.26913263052651e-43
